Identifier,Location,Year,Habitat,count,Family,Species,length,a,b,abundance.500m2,biomass.kgha,mass.g,FG.fine,FG.coarse,lat,lon,Management,Island,state
25989,Cousin Carbonate,2008,Carbonate,5,Acanthuridae,Naso elegans,35,0.0497,2.839,3.25,78.09,1202.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25990,Cousin Carbonate,2008,Carbonate,5,Acanthuridae,Naso elegans,32,0.0497,2.839,3.25,60.55,932.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25991,Cousin Carbonate,2008,Carbonate,5,Acanthuridae,Naso elegans,45,0.0497,2.839,3.25,159.40,2454.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25992,Cousin Carbonate,2008,Carbonate,5,Acanthuridae,Naso elegans,38,0.0497,2.839,3.25,98.63,1518.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
27175,Cousin Carbonate,2008,Carbonate,5,Labridae,Cheilinus trilobatus,26,0.021,2.972,3.25,21.89,337.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
27176,Cousin Carbonate,2008,Carbonate,5,Labridae,Cheilinus trilobatus,17,0.021,2.972,3.25,6.19,95.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
27567,Cousin Carbonate,2008,Carbonate,5,Labridae,Gomphosus caeruleus,16,0.0177,3,3.25,4.71,72.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
27568,Cousin Carbonate,2008,Carbonate,5,Labridae,Gomphosus caeruleus,13,0.0177,3,3.25,2.53,39.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
27755,Cousin Carbonate,2008,Carbonate,5,Labridae,Halichoeres hortulanus,16,0.0222,3,3.25,5.91,91.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28040,Cousin Carbonate,2008,Carbonate,5,Labridae,Halichoeres marginatus,14,0.0215,3,3.25,3.83,59.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28041,Cousin Carbonate,2008,Carbonate,5,Labridae,Halichoeres marginatus,15,0.0215,3,3.25,4.71,73.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28042,Cousin Carbonate,2008,Carbonate,5,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28904,Cousin Carbonate,2008,Carbonate,5,Labridae,Thalassoma hebraicum,17,0.0183,2.862,3.25,3.95,61.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
29775,Cousin Carbonate,2008,Carbonate,5,Lutjanidae,Lutjanus bohar,16,0.017,3.035,3.25,4.98,77.0,Piscivore,Piscivore,-4.332921,55.658746,Protected,Cousin,Shifted
30729,Cousin Carbonate,2008,Carbonate,5,Mullidae,Parupeneus macronemus,14,0.0052,3.381,3.25,2.53,39.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30730,Cousin Carbonate,2008,Carbonate,5,Mullidae,Parupeneus macronemus,15,0.0052,3.381,3.25,3.20,49.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
34108,Cousin Carbonate,2008,Carbonate,5,Scaridae,Calotomus carolinus,19,0.0122,3.167,3.25,8.89,137.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
35678,Cousin Carbonate,2008,Carbonate,5,Scaridae,Scarus prasiognathos,12,0.0142,3.14,3.25,2.26,35.0,Herbivore Scraper,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
35679,Cousin Carbonate,2008,Carbonate,5,Scaridae,Scarus prasiognathos,13,0.0142,3.14,3.25,2.90,45.0,Herbivore Scraper,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24709,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Acanthurus leucosternon,20,0.1317,2.392,3.25,11.07,170.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24710,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Acanthurus leucosternon,15,0.1317,2.392,3.25,5.56,86.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24837,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Acanthurus lineatus,22,0.0126,3.064,3.25,10.62,164.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24838,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Acanthurus lineatus,20,0.0126,3.064,3.25,7.93,122.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24839,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Acanthurus lineatus,21,0.0126,3.064,3.25,9.21,142.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24888,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,76.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25614,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Ctenochaetus striatus,22,0.0254,3.027,3.25,19.10,294.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25993,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,33,0.0497,2.839,3.25,66.08,1017.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25994,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,34,0.0497,2.839,3.25,71.92,1107.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25995,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,35,0.0497,2.839,3.25,78.09,1202.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25996,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,31,0.0497,2.839,3.25,55.33,852.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25997,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,31,0.0497,2.839,3.25,55.33,852.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25998,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,31,0.0497,2.839,3.25,55.33,852.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25999,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,31,0.0497,2.839,3.25,55.33,852.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26000,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,32,0.0497,2.839,3.25,60.55,932.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26001,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,32,0.0497,2.839,3.25,60.55,932.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26002,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,32,0.0497,2.839,3.25,60.55,932.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26003,Cousin Carbonate,2008,Carbonate,6,Acanthuridae,Naso elegans,32,0.0497,2.839,3.25,60.55,932.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
27756,Cousin Carbonate,2008,Carbonate,6,Labridae,Halichoeres hortulanus,15,0.0222,3,3.25,4.87,75.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28043,Cousin Carbonate,2008,Carbonate,6,Labridae,Halichoeres marginatus,16,0.0215,3,3.25,5.72,88.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28905,Cousin Carbonate,2008,Carbonate,6,Labridae,Thalassoma hebraicum,17,0.0183,2.862,3.25,3.95,61.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28906,Cousin Carbonate,2008,Carbonate,6,Labridae,Thalassoma hebraicum,15,0.0183,2.862,3.25,2.76,43.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30521,Cousin Carbonate,2008,Carbonate,6,Mullidae,Parupeneus barberinus,16,0.0151,3.078,3.25,4.99,77.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30731,Cousin Carbonate,2008,Carbonate,6,Mullidae,Parupeneus macronemus,15,0.0052,3.381,3.25,3.20,49.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30732,Cousin Carbonate,2008,Carbonate,6,Mullidae,Parupeneus macronemus,12,0.0052,3.381,3.25,1.50,23.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
35426,Cousin Carbonate,2008,Carbonate,6,Scaridae,Scarus niger,31,0.0142,3.14,3.25,44.44,684.0,Herbivore Scraper,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36212,Cousin Carbonate,2008,Carbonate,6,Scaridae,Scarus rubroviolaceus,48,0.0136,3.109,3.25,149.00,2294.0,Herbivore Scraper,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36576,Cousin Carbonate,2008,Carbonate,6,Serranidae,Cephalopholis argus,44,0.0186,2.987,3.25,97.99,1508.0,Piscivore,Piscivore,-4.332921,55.658746,Protected,Cousin,Shifted
36717,Cousin Carbonate,2008,Carbonate,6,Siganidae,Siganus argenteus,21,0.0131,3.088,3.25,10.30,159.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36718,Cousin Carbonate,2008,Carbonate,6,Siganidae,Siganus argenteus,21,0.0131,3.088,3.25,10.30,159.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36719,Cousin Carbonate,2008,Carbonate,6,Siganidae,Siganus argenteus,21,0.0131,3.088,3.25,10.30,159.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36826,Cousin Carbonate,2008,Carbonate,6,Siganidae,Siganus puelloides,25,0.0131,3.088,3.25,17.65,272.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36827,Cousin Carbonate,2008,Carbonate,6,Siganidae,Siganus puelloides,24,0.0131,3.088,3.25,15.56,240.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37015,Cousin Carbonate,2008,Carbonate,6,Siganidae,Siganus stellatus,23,0.0131,3.088,3.25,13.64,210.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24711,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Acanthurus leucosternon,15,0.1317,2.392,3.25,5.56,86.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24712,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Acanthurus leucosternon,18,0.1317,2.392,3.25,8.61,132.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24713,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Acanthurus leucosternon,20,0.1317,2.392,3.25,11.07,170.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24889,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,76.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
25615,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Ctenochaetus striatus,21,0.0254,3.027,3.25,16.59,255.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26004,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Naso elegans,37,0.0497,2.839,3.25,91.44,1408.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26005,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Naso elegans,34,0.0497,2.839,3.25,71.92,1107.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26006,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Naso elegans,34,0.0497,2.839,3.25,71.92,1107.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26075,Cousin Carbonate,2008,Carbonate,7,Acanthuridae,Zebrasoma desjardinii,23,0.0339,2.855,3.25,17.01,262.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26258,Cousin Carbonate,2008,Carbonate,7,Chaetodontidae,Chaetodon auriga,14,0.0312,2.953,3.25,4.91,76.0,Mixed-diet Feeder,Mixed-diet Feeder,-4.332921,55.658746,Protected,Cousin,Shifted
26964,Cousin Carbonate,2008,Carbonate,7,Haemulidae,Plectorhinchus orientalis,42,0.0396,2.761,3.25,78.01,1201.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28044,Cousin Carbonate,2008,Carbonate,7,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30522,Cousin Carbonate,2008,Carbonate,7,Mullidae,Parupeneus barberinus,19,0.0151,3.078,3.25,8.47,130.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30733,Cousin Carbonate,2008,Carbonate,7,Mullidae,Parupeneus macronemus,15,0.0052,3.381,3.25,3.20,49.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30734,Cousin Carbonate,2008,Carbonate,7,Mullidae,Parupeneus macronemus,14,0.0052,3.381,3.25,2.53,39.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30735,Cousin Carbonate,2008,Carbonate,7,Mullidae,Parupeneus macronemus,10,0.0052,3.381,3.25,0.81,13.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
31730,Cousin Carbonate,2008,Carbonate,7,Pomacanthidae,Pomacanthus imperator,17,0.0276,3,3.25,8.81,136.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
31806,Cousin Carbonate,2008,Carbonate,7,Pomacanthidae,Pomacanthus semicirculatus,16,0.0286,3,3.25,7.61,117.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
34109,Cousin Carbonate,2008,Carbonate,7,Scaridae,Calotomus carolinus,21,0.0122,3.167,3.25,12.20,188.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
35427,Cousin Carbonate,2008,Carbonate,7,Scaridae,Scarus niger,40,0.0142,3.14,3.25,98.95,1523.0,Herbivore Scraper,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36213,Cousin Carbonate,2008,Carbonate,7,Scaridae,Scarus rubroviolaceus,38,0.0136,3.109,3.25,72.07,1109.0,Herbivore Scraper,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36214,Cousin Carbonate,2008,Carbonate,7,Scaridae,Scarus rubroviolaceus,49,0.0136,3.109,3.25,158.86,2445.0,Herbivore Scraper,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
36215,Cousin Carbonate,2008,Carbonate,7,Scaridae,Scarus rubroviolaceus,29,0.0136,3.109,3.25,31.10,479.0,Herbivore Scraper,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37016,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus stellatus,23,0.0131,3.088,3.25,13.64,210.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37017,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus stellatus,22,0.0131,3.088,3.25,11.89,183.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37078,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,25,0.0131,3.088,3.25,17.65,272.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37079,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,21,0.0131,3.088,3.25,10.30,159.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37080,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37081,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37082,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37083,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37084,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37085,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37086,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37087,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37088,Cousin Carbonate,2008,Carbonate,7,Siganidae,Siganus sutor,20,0.0131,3.088,3.25,8.86,136.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
37383,Cousin Carbonate,2008,Carbonate,7,Zanclidae,Zanclus cornutus,15,0.0172,3.171,3.25,5.99,92.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
24840,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Acanthurus lineatus,18,0.0126,3.064,3.25,5.74,88.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24841,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Acanthurus lineatus,22,0.0126,3.064,3.25,10.62,164.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24890,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,76.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24891,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Acanthurus nigrofuscus,13,0.0301,2.967,3.25,3.95,61.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26007,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,30,0.0497,2.839,3.25,50.41,776.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26008,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,30,0.0497,2.839,3.25,50.41,776.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26009,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,30,0.0497,2.839,3.25,50.41,776.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26010,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,30,0.0497,2.839,3.25,50.41,776.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26011,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,30,0.0497,2.839,3.25,50.41,776.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26012,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,28,0.0497,2.839,3.25,41.45,638.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26013,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,28,0.0497,2.839,3.25,41.45,638.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26014,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,28,0.0497,2.839,3.25,41.45,638.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26015,Cousin Carbonate,2008,Carbonate,8,Acanthuridae,Naso elegans,28,0.0497,2.839,3.25,41.45,638.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
27177,Cousin Carbonate,2008,Carbonate,8,Labridae,Cheilinus trilobatus,15,0.021,2.972,3.25,4.27,66.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
27518,Cousin Carbonate,2008,Carbonate,8,Labridae,Epibulus insidiator,17,0.0296,3,3.25,9.45,145.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332921,55.658746,Protected,Cousin,Shifted
27757,Cousin Carbonate,2008,Carbonate,8,Labridae,Halichoeres hortulanus,16,0.0222,3,3.25,5.91,91.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28045,Cousin Carbonate,2008,Carbonate,8,Labridae,Halichoeres marginatus,13,0.0215,3,3.25,3.07,47.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28046,Cousin Carbonate,2008,Carbonate,8,Labridae,Halichoeres marginatus,13,0.0215,3,3.25,3.07,47.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28047,Cousin Carbonate,2008,Carbonate,8,Labridae,Halichoeres marginatus,15,0.0215,3,3.25,4.71,73.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28048,Cousin Carbonate,2008,Carbonate,8,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28268,Cousin Carbonate,2008,Carbonate,8,Labridae,Hemigymnus fasciatus,21,0.0289,3,3.25,17.39,268.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28907,Cousin Carbonate,2008,Carbonate,8,Labridae,Thalassoma hebraicum,14,0.0183,2.862,3.25,2.27,35.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30523,Cousin Carbonate,2008,Carbonate,8,Mullidae,Parupeneus barberinus,22,0.0151,3.078,3.25,13.29,205.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
30606,Cousin Carbonate,2008,Carbonate,8,Mullidae,Parupeneus trifasciatus,20,0.0075,3.205,3.25,7.20,111.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332921,55.658746,Protected,Cousin,Shifted
30610,Cousin Carbonate,2008,Carbonate,8,Mullidae,Parupeneus ciliatus,26,0.0122,3.188,3.25,25.70,396.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.332921,55.658746,Protected,Cousin,Shifted
30736,Cousin Carbonate,2008,Carbonate,8,Mullidae,Parupeneus macronemus,16,0.0052,3.381,3.25,3.98,61.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
31807,Cousin Carbonate,2008,Carbonate,8,Pomacanthidae,Pomacanthus semicirculatus,16,0.0286,3,3.25,7.61,117.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
24714,Cousin Carbonate,2008,Carbonate,9,Acanthuridae,Acanthurus leucosternon,17,0.1317,2.392,3.25,7.51,116.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24842,Cousin Carbonate,2008,Carbonate,9,Acanthuridae,Acanthurus lineatus,28,0.0126,3.064,3.25,22.24,342.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24843,Cousin Carbonate,2008,Carbonate,9,Acanthuridae,Acanthurus lineatus,27,0.0126,3.064,3.25,19.89,306.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
24844,Cousin Carbonate,2008,Carbonate,9,Acanthuridae,Acanthurus lineatus,28,0.0126,3.064,3.25,22.24,342.0,Herbivore Grazer,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26016,Cousin Carbonate,2008,Carbonate,9,Acanthuridae,Naso elegans,36,0.0497,2.839,3.25,84.60,1302.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26017,Cousin Carbonate,2008,Carbonate,9,Acanthuridae,Naso elegans,32,0.0497,2.839,3.25,60.55,932.0,Herbivore Browser,Herbivore,-4.332921,55.658746,Protected,Cousin,Shifted
26259,Cousin Carbonate,2008,Carbonate,9,Chaetodontidae,Chaetodon auriga,13,0.0312,2.953,3.25,3.95,61.0,Mixed-diet Feeder,Mixed-diet Feeder,-4.332921,55.658746,Protected,Cousin,Shifted
27758,Cousin Carbonate,2008,Carbonate,9,Labridae,Halichoeres hortulanus,13,0.0222,3,3.25,3.17,49.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
28049,Cousin Carbonate,2008,Carbonate,9,Labridae,Halichoeres marginatus,15,0.0215,3,3.25,4.71,73.0,Invertivore,Invertivore,-4.332921,55.658746,Protected,Cousin,Shifted
